,Unnamed: 0,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type,neighborhood
553,553,285,E 8th St @ Mercer St,,-71.048888,42.331495,,Mercer Street,East Eighth Street,Boston,0,1,3.0,South Boston
554,554,55011,Alford St @ MWRA Pump Station,,-71.070228,42.391021,,,Alford Street,Boston,0,1,3.0,Charlestown
556,556,3067,Neponset Ave @ Adams St King Square,,-71.056392,42.297184,,Adams Street,Neponset Avenue,Boston,0,1,3.0,Dorchester
561,561,5254,Centre St @ Montclair Ave,,-71.141991,42.289484,,Guernsey Street,Centre Street,Boston,0,1,3.0,West Roxbury
566,566,1295,Washington St @ Commonwealth Ave,,-71.142524,42.343586,,Commonwealth Avenue Frontage Road Eastbound,Washington Street,Boston,0,1,3.0,Brighton
567,567,71187,Washington St @ Burnett St,,-71.110246,42.303768,,Burnett Street,Washington Street,Boston,0,2,3.0,Jamaica Plain
569,569,node-asmnl-peasbstair-lobby,Ashmont,Ashmont - Top of stairs from Red Line platform to Peabody Square,-71.064023,42.284736,,,,Boston,3,1,,Dorchester
575,575,156,W Broadway @ F St,,-71.04761,42.336634,,F Street,West Broadway,Boston,0,1,3.0,South Boston
577,577,node-bbsta-olestairs-lobby,Back Bay,Back Bay - Top of Orange Line platform west stairs,,,,,,Boston,3,1,,
579,579,node-kencl-fareunpaid,Kenmore,Kenmore - Unpaid side of fare gates,,,,,,Boston,3,1,,
581,581,node-881-lobby,Sullivan Square,Sullivan Square - Top of Elevator 881,,,,,,Boston,3,1,,
583,583,node-pktrm-nbwinterstairs-lobby,Park Street,Park Street - Top of stairs between Alewife platform and Winter Street Concourse,,,,,,Boston,3,1,,
586,586,node-crtst-southlobstair-landing,Courthouse,Courthouse - Top of stairs between Thomson Place landing and lobby,,,,,,Boston,3,1,,
587,587,595,Dorchester Ave opp Valley Rd,,-71.066396,42.278015,,,Dorchester Avenue,Boston,0,1,3.0,Dorchester
590,590,28,E Broadway @ O St,,-71.029038,42.335672,,O Street,East Broadway,Boston,0,1,3.0,South Boston
594,594,node-405-lobby,Aquarium,Aquarium - Bottom of escalator from Atlantic Avenue to lobby,,,,,,Boston,3,1,,
596,596,door-chncl-ogessex,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",-71.062519,42.352252,,,,Boston,2,2,,Chinatown
600,600,8806,248 Neponset Ave,,-71.048593,42.290354,,,Neponset Avenue,Boston,0,1,3.0,Dorchester
602,602,70250,Brigham Circle,Brigham Circle - Green Line - Park Street & North,-71.103017,42.334846,,,,Boston,0,1,0.0,Mission Hill
604,604,1179,Washington St @ Guild St,,-71.087812,42.326035,,Guild Street,Washington Street,Boston,0,1,3.0,Roxbury
606,606,node-dwnxg-stair5-lobby,Downtown Crossing,Downtown Crossing - Top of stairs between Ashmont/Braintree platform and Chauncy Street lobby,,,,,,Boston,3,1,,
608,608,node-ccmnl-farepaid,Community College,Community College - Paid side of fare gates,,,,,,Boston,3,1,,
609,609,580,River St @ Fremont St,,-71.090009,42.270027,,Fremont Street,River Street,Boston,0,1,3.0,Mattapan
611,611,5093,Washington St @ Union Pk,Washington St @ Union Pk - Silver Line - South Station/Downtown Crossing,-71.069417,42.341308,"Washington St and Union Park St, Boston, MA",Union Park Street,Washington Street,Boston,0,1,3.0,South End
612,612,1790,Harrison Ave @ Worcester Sq,,-71.074011,42.335883,,Worcester Square,Harrison Avenue,Boston,0,1,3.0,South End
619,619,17093,Terminal B Stop 2 - Arrivals Level,Terminal B Stop 2 - Silver Line - SL1 South Station,-71.017833,42.361657,"Terminal B Arrivals, Door B110, Boston Logan International Airport, Boston, MA 02128",,Logan Airport Terminal B,Boston,0,1,3.0,East Boston
620,620,node-sull-nbstairs-platform,Sullivan Square,Sullivan Square - Bottom of stairs for Oak Grove,,,,,,Boston,3,1,,
621,621,node-pktrm-tremwfare-paid,Park Street,Park Street - Paid side of fare gates,,,,,,Boston,3,1,,
625,625,node-spmnl-mfarepaid,Science Park/West End,Science Park/West End - Paid side of fare gates,-71.067755,42.366854,,,,Boston,3,1,,West End
626,626,1472,Bowdoin St opp Elba Terr,,-71.065473,42.307568,,Elba Terrace,Bowdoin Street,Boston,0,1,3.0,Dorchester
628,628,71150,Kenmore,Kenmore - Green Line - Park Street & North,-71.095169,42.348949,,,,Boston,0,1,0.0,Fenway
635,635,2797,Metropolitan Ave @ Hilburn St,,-71.127103,42.277378,,Hilburn Street,Metropolitan Avenue,Boston,0,1,3.0,Roslindale
638,638,813,Spring St opp Powell St,,-71.16324,42.277537,,Powell Street,Spring Street,Boston,0,1,3.0,West Roxbury
645,645,922,Cambridge St opp Dustin St,,-71.145688,42.350692,,Dustin Street,Cambridge Street,Boston,0,1,3.0,Allston
648,648,74612,Courthouse,Courthouse - Silver Line - Airport/Design Center/Chelsea,-71.04685,42.35245,,,,Boston,0,1,3.0,South Boston Waterfront
649,649,NEC-2276,Back Bay,Back Bay - Commuter Rail,-71.075727,42.34735,,,,Boston,0,1,2.0,South End
653,653,1846,Weld St @ Russett Rd,,-71.152359,42.292974,,Russett Road,Weld Street,Boston,0,1,3.0,West Roxbury
655,655,5233,Washington St @ Arborway Garage,,-71.111044,42.302682,,Arborway,Washington Street,Boston,0,0,3.0,Jamaica Plain
658,658,2934,Columbia Rd @ Annabel St,,-71.063102,42.318702,,Annabel Street,Columbia Road,Boston,0,1,3.0,Dorchester
660,660,door-dwnxg-winter,"Downtown Crossing - Washington St, Winter St","Downtown Crossing - Washington St, Winter St",-71.06072,42.355362,,,,Boston,2,1,,Downtown
665,665,node-397-landing,Aquarium,Aquarium - Landing for escalator from lobby to State Street,,,,,,Boston,3,1,,
666,666,8392,Baker St @ Cutter Rd,,-71.167935,42.280413,,Cutter Road,Baker Street,Boston,0,1,3.0,West Roxbury
670,670,node-999-rl,Downtown Crossing,Downtown Crossing - Bottom of elevator between Alewife platform and Oak Grove platform,,,,,,Boston,3,1,,
671,671,6022,Poplar St @ South St,,-71.128949,42.286623,,South Street,Poplar Street,Boston,0,1,3.0,Roslindale
672,672,1051,Western Ave @ Travis St,,-71.128518,42.363248,,Travis Street,Western Avenue,Boston,0,1,3.0,Allston
674,674,node-sstat-419stair-middle,South Station,"South Station - Bottom of stairs for Red Line, Silver Line lobby",,,,,,Boston,3,1,,
675,675,5253,1539 Centre St opp Bradfield Ave,,-71.141686,42.289725,,Ainsworth Street,Centre Street,Boston,0,1,3.0,West Roxbury
676,676,1317,Huntington Ave opp Fenwood Rd,,-71.106036,42.333494,,Wait Street,Huntington Avenue,Boston,0,1,3.0,Mission Hill
679,679,31187,Washington St @ Ophir St,,-71.103431,42.310681,,,Washington Street,Boston,0,1,3.0,Jamaica Plain
682,682,node-125-entrance,Bowdoin,Bowdoin - Top of escalator from lobby to entrance,,,,,,Boston,3,1,,
683,683,NEC-2237-05,Forest Hills,Forest Hills - Commuter Rail - Track 5,-71.113625,42.301105,,,,Boston,0,1,2.0,Jamaica Plain
684,684,door-forhl-upper,Forest Hills - Washington St (Roslindale),Forest Hills - Washington St (Roslindale),-71.114404,42.300204,,,,Boston,2,1,,Jamaica Plain
687,687,node-pktrm-sbwinterstairs-platform,Park Street,Park Street - Bottom of stairs between Ashmont/Braintree platform and Winter Street Concourse,,,,,,Boston,3,1,,
689,689,1515,Bowdoin St @ Geneva Ave,,-71.071158,42.303753,,Geneva Avenue,Bowdoin Street,Boston,0,1,3.0,Dorchester
690,690,9983,Stuart St @ Charles St S,,-71.066798,42.351039,,Charles Street South,Stuart Street,Boston,0,1,3.0,Downtown
693,693,DB-2205-02,Fairmount,Fairmount - Commuter Rail - Track 2 (South Station),-71.11927,42.253638,,,,Boston,0,1,2.0,Hyde Park
698,698,16539,Milk St @ Devonshire St,,-71.05748,42.356727,,Devonshire Street,Milk Street,Boston,0,1,3.0,Downtown
700,700,30336,Dorchester Ave @ Dracut St,,-71.063901,42.287003,,Dracut Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
706,706,4721,McClellan Highway @ Boardman St,,-71.013117,42.39172,,Boardman Street,McClellan Highway,Boston,0,1,3.0,East Boston
707,707,2863,Bunker Hill St @ Pearl St,,-71.063506,42.379412,,Pearl Street,Bunker Hill Street,Boston,0,1,3.0,Charlestown
709,709,585,River St @ Leahaven Rd,,-71.082334,42.271259,,Leahaven Road,River Street,Boston,0,1,3.0,Mattapan
710,710,9070088,Fields Corner - Dorchester Ave @ Lincoln St,Fields Corner - Red Line Alewife Shuttle - Dorchester Ave @ Lincoln St,-71.06021,42.299664,,Lincoln Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
711,711,1327,Humboldt Ave @ Homestead St,,-71.090489,42.311816,,Homestead Street,Humboldt Avenue,Boston,0,1,3.0,Roxbury
714,714,door-orhte-benning,Orient Heights - Bennington St,Orient Heights - Bennington St,-71.004664,42.38708,,,,Boston,2,1,,East Boston
720,720,70266,Butler,Butler - Mattapan Trolley - Ashmont,-71.062438,42.272477,,,,Boston,0,1,0.0,Dorchester
737,737,70264,Cedar Grove,Cedar Grove - Mattapan Trolley - Ashmont,-71.060381,42.279693,,,,Boston,0,1,0.0,Dorchester
740,740,515,Washington St @ Fuller St,,-71.071177,42.281923,,Fuller Street,Washington Street,Boston,0,1,3.0,Dorchester
743,743,286,E 8th St @ Dorchester St,,-71.050957,42.332782,,Dorchester Street,East Eighth Street,Boston,0,1,3.0,South Boston
745,745,door-sstat-dewey,"South Station - Dewey Sq (Summer St, Atlantic Ave)","South Station - Dewey Sq (Summer St, Atlantic Ave)",-71.055505,42.352886,,,,Boston,2,1,,Downtown
748,748,node-symcl-wb-etop,Symphony,Symphony - Top of stairs for east entrances,,,,,,Boston,3,1,,
749,749,16466,Hyde Park Ave @ Milton St,,-71.131791,42.239521,,,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
750,750,node-pktrm-nbexitunpaid,Park Street,Park Street - Unpaid side of exit-only gate,,,,,,Boston,3,1,,
753,753,node-890-unpaidstreet,Wood Island,Wood Island - Bottom of Elevator 890 (outside fare control),-71.022854,42.379529,,,,Boston,3,1,,East Boston
756,756,77,Massachusetts Ave @ Marlborough St,,-71.089148,42.34995,,Marlborough Street,Massachusetts Avenue,Boston,0,1,3.0,Back Bay
761,761,962,Brighton Ave @ Linden St,,-71.130286,42.352908,,Linden Street,Brighton Avenue,Boston,0,1,3.0,Allston
762,762,5259,101 Anawan Ave opp Allenwood St,,-71.149404,42.283613,,Allenwood Street,Anawan Avenue,Boston,0,1,3.0,West Roxbury
766,766,NEC-2287-09,South Station,South Station - Commuter Rail - Track 9,-71.055081,42.351136,,,,Boston,0,1,2.0,Downtown
770,770,node-state-olnbplatformstairsmain-sbplatform,State,"State - Top of stairs between Oak Grove platform and Wonderland platform, State St, Devonshire St",,,,,,Boston,3,1,,
775,775,node-332-rl,Downtown Crossing,Downtown Crossing - Bottom of escalator from Alewife platform to Oak Grove platform,,,,,,Boston,3,1,,
776,776,6373,River St @ Wood Ave,,-71.108238,42.26283,,Wood Avenue,River Street,Boston,0,1,3.0,Hyde Park
778,778,1350,Humboldt Ave @ Waumbeck St,,-71.088285,42.314793,,Waumbeck Street,Humboldt Avenue,Boston,0,1,3.0,Roxbury
780,780,node-tumnl-tresbstairs-platform,Tufts Medical Center,"Tufts Medical Center - Bottom of stairs for Forest Hills, Tremont Street",,,,,,Boston,3,1,,
783,783,74617,South Station,South Station - Silver Line - Exit Only,-71.055242,42.352271,,,,Boston,0,1,3.0,Downtown
786,786,4728,McClellan Highway @ Boardman St,,-71.012888,42.391562,,Boardman Street,McClellan Highway,Boston,0,1,3.0,East Boston
787,787,5679,Chelsea St @ Eagle Sq,,-71.025506,42.381404,,East Eagle Street,Chelsea Street,Boston,0,1,3.0,East Boston
794,794,1155,Centre St @ Bickford St,,-71.102275,42.32295,,Bickford Street,Centre Street,Boston,0,1,3.0,Jamaica Plain
796,796,2116,Purchase St @ Pearl St,,-71.053278,42.354588,,Pearl Street,Purchase Street,Boston,0,1,3.0,Downtown
797,797,70106,Boston College,Boston College - Green Line - Park Street & North,-71.167029,42.340149,,,,Boston,0,1,0.0,
798,798,node-375-platform,Park Street,Park Street - Bottom of escalator from Ashmont/Braintree platform to Tremont Street,,,,,,Boston,3,1,,
801,801,615,Washington St opp Desoto Rd,,-71.155356,42.263151,,De Soto Road,Washington Street,Boston,0,1,3.0,West Roxbury
804,804,280,E 8th St @ I St,,-71.039724,42.331426,,I Street,East Eighth Street,Boston,0,1,3.0,South Boston
807,807,1166,Washington St @ Cobden St,,-71.096449,42.317579,,Cobden Street,Washington Street,Boston,0,1,3.0,Roxbury
812,812,node-ccmnl-stairs-lobby,Community College,Community College - Top of stairs,,,,,,Boston,3,1,,
813,813,node-437-lobby,Ashmont,"Ashmont - Top of escalator from Red Line platform to Peabody Square, busway",-71.064163,42.284978,,,,Boston,3,1,,Dorchester
817,817,node-pktrm-midupassstairs-under,Park Street,Park Street - Bottom of elevator between Government Center & North center platform and passageway to Copley & West,,,,,,Boston,3,1,,
820,820,node-andrw-farepaid,Andrew,Andrew - Paid side of fare gates,,,,,,Boston,3,1,,
823,823,NEC-2192-03,Readville,Readville - Commuter Rail - Track 3,-71.133433,42.238864,,,,Boston,0,1,2.0,Hyde Park
825,825,6476,Hyde Park Ave @ Ramsdell Ave,,-71.119388,42.276992,,Ramsdell Avenue,Hyde Park Avenue,Boston,0,1,3.0,Roslindale
829,829,node-tumnl-trenbstairs-platform,Tufts Medical Center,"Tufts Medical Center - Bottom of stairs for Oak Grove, Tremont Street",,,,,,Boston,3,1,,
830,830,node-jfk-brasydstair-platform,JFK/UMass,"JFK/UMass - Bottom of stairs between Braintree, Alewife platform and Sydney Street",-71.052198,42.320033,,,,Boston,3,1,,Dorchester
831,831,node-dwnxg-sbsumexitfare-paid,Downtown Crossing,Downtown Crossing - Top of exit-only stairs from Ashmont/Braintree platform to Summer Street Concourse,,,,,,Boston,3,1,,
832,832,3087,Neponset Ave @ Adams St,,-71.056364,42.297282,,Adams Street,Neponset Avenue,Boston,0,1,3.0,Dorchester
833,833,10007,540 Albany St opp Wareham St,,-71.066556,42.338372,,Wareham Street,Albany Street,Boston,0,1,3.0,South End
835,835,node-ccmnl-lobby,Community College,Community College - Paid lobby,,,,,,Boston,3,1,,
836,836,5100,Washington St @ W Dedham St,Washington St @ W Dedham St - Silver Line - Nubian,-71.071317,42.340497,"Washington St and Union Park St, Boston, MA",,Washington Street,Boston,0,1,3.0,South End
843,843,11618,Georgetowne Dr @ Georgetowne Pl,,-71.143709,42.25564,,,Georgetowne Drive,Boston,0,1,3.0,West Roxbury
846,846,125,Massachusetts Ave @ Clapp St,,-71.063945,42.323479,,Clapp Street,Massachusetts Avenue,Boston,0,1,3.0,Dorchester
847,847,node-andrw-nbusstairs-lobby,Andrew,Andrew - Bottom of north busway entrance stairs,,,,,,Boston,3,1,,
848,848,node-dwnxg-stair4-lobby,Downtown Crossing,Downtown Crossing - Top of stairs between Alewife platform and Chauncy Street lobby,,,,,,Boston,3,1,,
850,850,node-831-platform,JFK/UMass,"JFK/UMass - Bottom of elevator between Ashmont, Alewife platform and lobby",-71.052477,42.32056,,,,Boston,3,1,,Dorchester
856,856,node-masta-mainstair-platform,Massachusetts Avenue,Massachusetts Avenue - Bottom of platform stairs from lobby,-71.083753,42.341287,,,,Boston,3,1,,Fenway
857,857,node-901-sl,South Station,South Station - Silver Line level of Elevator 901,,,,,,Boston,3,1,,
859,859,1036,Market St @ Sparhawk St,,-71.151763,42.351738,,Sparhawk Street,Market Street,Boston,0,1,3.0,Brighton
860,860,5247,Centre St @ VFW Pkwy,,-71.132485,42.297113,,,Centre Street,Boston,0,1,3.0,West Roxbury
862,862,800,Belgrade Ave @ Walworth St,,-71.137533,42.286307,,Walworth Street,Belgrade Avenue,Boston,0,1,3.0,Roslindale
863,863,11803,Longwood Ave @ Binney St,,-71.105846,42.338207,,Binney Street,Longwood Avenue,Boston,0,1,3.0,Longwood
864,864,11592,Ruggles St @ Cabot St,,-71.087173,42.333862,,Cabot Street,Ruggles Street,Boston,0,1,3.0,Roxbury
865,865,place-andrw,Andrew,,-71.057655,42.330154,"Dorchester Ave and Southhampton St, South Boston, MA 02127",,,Boston,1,1,,South Boston
869,869,door-boyls-inbound,"Boylston - Boston Common, Street","Boylston - Boston Common, Street",-71.064685,42.352531,,,,Boston,2,2,,Beacon Hill
871,871,node-gover-wbtransstairs-bl,Government Center,Government Center - Bottom of stairs between Green Line and Blue Line,,,,,,Boston,3,1,,
873,873,1589,Western Ave @ Riverdale St,,-71.132038,42.363148,,Riverdale Street,Western Avenue,Boston,0,1,3.0,Allston
875,875,node-andrw-sobstairs-lobby,Andrew,Andrew - Top of south outbound stairs,,,,,,Boston,3,1,,
881,881,496,Gallivan Blvd @ Owencroft Rd,,-71.068937,42.279102,,Owencroft Road,Gallivan Boulevard,Boston,0,1,3.0,Dorchester
883,883,1739,Seaver St @ Maple St,,-71.087646,42.306962,,Maple Street,Seaver Street,Boston,0,1,3.0,Roxbury
885,885,2844,Bunker Hill St @ Main St,,-71.07149,42.383268,,Main Street,Bunker Hill Street,Boston,0,1,3.0,Charlestown
889,889,2839,Main St @ Oak St,,-71.069646,42.380038,,Oak Street,Main Street,Boston,0,1,3.0,Charlestown
893,893,608,Washington St @ W Roxbury Pkwy,,-71.140573,42.275418,,West Roxbury Parkway,Washington Street,Boston,0,1,3.0,Roslindale
894,894,node-masta-undernorth-way,Massachusetts Avenue,Massachusetts Avenue - North end of Massachusetts Ave underpass,-71.083222,42.341801,,,,Boston,3,1,,Back Bay
899,899,node-804-lobby,Park Street,Park Street - Bottom of elevator between Tremont Street and Government Center & North lobby,-71.062236,42.35618,,,,Boston,3,1,,Downtown
904,904,node-981-lobby,Science Park/West End,Science Park/West End - Mezzanine level of north side elevator,-71.067777,42.366846,,,,Boston,3,1,,West End
905,905,node-mvbcl-lewstair-lobby,Maverick,Maverick - Bottom of stairs between Lewis Mall and lobby,-71.040392,42.368181,,,,Boston,3,1,,East Boston
906,906,node-state-olnbplatformstairssec-nbplatform,State,"State - Bottom of stairs between Oak Grove platform and Wonderland platform, Forest Hills passageway",,,,,,Boston,3,1,,
908,908,node-coecl-wbfareunpaid,Copley,Copley - Unpaid side of fare gates,-71.0774,42.350189,,,,Boston,3,1,,Back Bay
915,915,node-441-platform,Orient Heights,Orient Heights - Bottom of Escalator 441,-71.004934,42.386743,,,,Boston,3,1,,East Boston
916,916,node-146-platform,Tufts Medical Center,Tufts Medical Center - Bottom of Escalator 146,,,,,,Boston,3,1,,
917,917,node-931-platform,Airport,Airport - Bottom of Elevator 931,-71.030177,42.37423,,,,Boston,3,1,,East Boston
920,920,node-sbmnl-132-lobby,Stony Brook,Stony Brook - Top of Escalator 132,-71.104299,42.317323,,,,Boston,3,1,,Jamaica Plain
927,927,926,Brighton Ave @ Cambridge St,,-71.136687,42.353347,,Islington Street,Brighton Avenue,Boston,0,1,3.0,Allston
928,928,node-sstat-420stair-rl,South Station,South Station - Bottom of stairs for Alewife,,,,,,Boston,3,1,,
929,929,1881,Weld St @ Church St,,-71.149288,42.293151,,Church Street,Weld Street,Boston,0,1,3.0,West Roxbury
932,932,783,Centre St @ Park St,,-71.156338,42.285165,,Park Street,Centre Street,Boston,0,1,3.0,West Roxbury
933,933,828,Centre St @ Fairlane Rd,,-71.162965,42.265745,,Fairlane Road,Centre Street,Boston,0,1,3.0,West Roxbury
936,936,6565,Washington St @ Tufts Med Ctr,,-71.063413,42.34997,,Kneeland Street,Washington Street,Boston,0,1,3.0,Chinatown
938,938,413,Blue Hill Ave @ Wayne St,,-71.08442,42.306888,,Wayne Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
949,949,15201,Preble St @ Rogers St,,-71.055341,42.329188,,Rogers Street,Preble Street,Boston,0,1,3.0,South Boston
958,958,node-shmnl-endstair-lobby,Savin Hill,Savin Hill - Top of northern stairs between platform and lobby,-71.05339,42.31116,,,,Boston,3,1,,Dorchester
965,965,node-chmnl-sbstairs-lobby,Charles/MGH,Charles/MGH - Bottom of Ashmont/Braintree platform stairs,-71.070475,42.361028,,,,Boston,3,1,,West End
968,968,11736,Ames St @ Westview St,,-71.086389,42.290612,,Westview Street,Ames Street,Boston,0,1,3.0,Dorchester
969,969,node-880-platform,Andrew,Andrew - Bottom of inbound elevator,,,,,,Boston,3,1,,
972,972,15216,Centre @ Colbert St,,-71.146008,42.287758,,Cefalo Road,Centre Street,Boston,0,1,3.0,Roslindale
973,973,door-symcl-westland,"Symphony - Westland Ave, Symphony Hall","Symphony - Westland Ave, Symphony Hall",-71.08536,42.342941,,,,Boston,2,2,,Fenway
974,974,31259,Drydock Ave @ Black Falcon Ave,Drydock Ave @ Black Falcon Ave - Silver Line - SL2 Design Center,-71.027213,42.344232,,,,Boston,0,1,3.0,South Boston Waterfront
978,978,13,Andrew,Andrew - Busway,-71.057625,42.329962,,Ellery Street,Busway,Boston,0,1,3.0,South Boston
979,979,3081,Adams St @ Oakton Ave.,,-71.054527,42.286506,,Oakton Avenue,Adams Street,Boston,0,1,3.0,Dorchester
980,980,1152,Centre St @ New Heath St,,-71.096665,42.326053,,New Heath Street,Centre Street,Boston,0,1,3.0,Roxbury
985,985,node-713-bridge,Orient Heights,Orient Heights - Top of Elevator 713,-71.004831,42.387001,,,,Boston,3,1,,East Boston
986,986,635,Washington St @ Poplar St,,-71.129081,42.285461,,Corinth Street,Washington Street,Boston,0,1,3.0,Roslindale
